Field_ID,Pollution_level,Plot_size,Crop_type,Annual_yield,Standard_yield
2495,0.23,3.4,coffee,1.58,0.46
5568,0.32,3.4,tea,1.53,0.45
16504,0.07,3.9,tea,2.82,0.72
43639,0.04,7.0,rice,4.93,0.7
12736,0.15,1.5,maize,0.7,0.47
30340,0.2,1.5,tea,1.1,0.73
7646,0.15,9.4,maize,6.43,0.68
8658,0.31,1.6,wheat,0.71,0.44
11733,0.23,0.9,coffee,0.48,0.53
32905,0.01,4.8,potato,2.98,0.62
1826,0.02,1.8,rice,0.84,0.47
6427,0.23,1.5,potato,0.78,0.52
44839,0.85,4.7,wheat,2.31,0.49
27583,0.01,0.7,banana,0.31,0.45
10992,0.06,11.0,tea,7.56,0.69
11708,0.03,4.7,wheat,1.91,0.41
8321,0.05,1.0,potato,0.61,0.61
37181,0.34,1.0,wheat,0.65,0.65
39124,0.34,14.1,coffee,7.9,0.56
40026,0.43,1.4,potato,0.73,0.52
13902,0.28,2.7,maize,1.31,0.49
33679,0.39,4.3,wheat,1.92,0.45
9027,0.13,5.5,tea,4.53,0.82
1671,0.05,1.7,banana,0.77,0.45
35987,0.13,2.6,cassava,1.35,0.52
2761,0.35,1.4,maize,0.71,0.51
3460,0.92,3.5,coffee,0.96,0.27
26769,0.03,2.2,coffee,1.17,0.53
2531,0.19,1.4,maize,0.83,0.59
24334,0.18,3.6,banana,1.6,0.44
43487,0.2,2.0,tea,1.29,0.64
37205,0.07,2.5,wheat,1.37,0.55
17638,0.16,3.6,potato,1.89,0.52
36601,0.17,2.0,coffee,0.86,0.43
34127,0.67,1.5,tea,0.5,0.33
16153,0.43,0.5,wheat,0.21,0.41
219,0.35,1.7,banana,0.94,0.55
24745,0.37,2.6,maize,1.18,0.45
17609,0.21,1.2,potato,0.63,0.53
20330,0.01,3.0,tea,2.34,0.78
30100,0.02,4.6,wheatn,2.36,0.51
13969,0.23,13.6,tea,5.76,0.42
38395,0.0,3.9,rice,2.18,0.56
2289,0.04,1.9,wheat,0.94,0.49
10460,0.0,2.4,wheat,1.17,0.49
10539,0.11,2.1,potato,1.41,0.67
12418,0.27,2.0,potato,1.04,0.52
24382,0.0,2.5,coffee,1.47,0.59
8304,0.0,1.0,banana,0.42,0.42
36637,0.07,11.4,cassava,5.1,0.45
2342,0.0,3.9,wheat,1.73,0.44
44907,0.54,3.7,maize,1.6,0.43
31773,0.19,1.5,potato,0.86,0.57
44695,0.1,0.9,cassava,0.48,0.53
8256,0.27,7.3,banana,3.0,0.41
1786,0.09,3.1,coffee,1.63,0.53
10600,0.0,1.6,rice,1.06,0.67
29726,0.45,1.1,maize,0.39,0.36
17697,0.0,2.0,rice,1.1,0.55
1422,0.26,0.7,tea,0.57,0.82
23231,0.42,4.1,wheat,1.63,0.4
27511,0.28,3.7,potato,1.92,0.52
33463,0.21,4.9,tea,1.9,0.39
23950,0.03,3.4,rice,2.04,0.6
26094,0.15,12.2,banana,6.94,0.57
16307,0.39,3.1,tea,2.32,0.75
25055,0.31,1.3,wheat,0.48,0.37
7984,0.04,3.1,tea,2.42,0.78
17819,0.0,10.9,coffee,5.93,0.54
41547,0.81,14.5,maize,4.92,0.34
1681,0.15,1.7,banana,1.02,0.6
38321,0.04,3.4,coffee,1.65,0.49
12650,0.01,0.5,coffee,0.28,0.55
15278,0.0,9.2,coffee,5.39,0.59
6978,0.06,1.5,potato,0.92,0.61
4057,0.91,0.6,tea,0.23,0.38
1930,0.09,2.1,banana,0.96,0.46
39393,0.33,0.5,cassava,0.26,0.53
44394,0.04,1.8,potato,1.23,0.68
6739,0.19,6.9,potato,3.8,0.55
30003,0.26,1.7,wheat,1.15,0.68
17267,0.09,1.7,wheat,0.87,0.51
27815,0.1,0.8,tea,0.5,0.62
3933,0.14,10.0,tea,6.69,0.67
16421,0.16,2.7,potato,1.56,0.58
25042,0.22,3.9,wheat,2.11,0.54
816,0.01,2.5,banana,1.1,0.44
37704,0.08,2.5,coffee,1.01,0.4
10085,0.2,0.8,cassava,0.38,0.47
3418,0.66,8.8,teaa,3.76,0.43
23180,0.22,4.4,wheat,2.4,0.55
33588,0.17,0.8,potato,0.43,0.54
42624,0.11,12.0,cassava,4.38,0.36
324,0.26,2.8,potato,1.65,0.59
1680,0.0,11.7,rice,7.1,0.61
8124,0.05,0.6,coffee,0.24,0.4
37508,0.08,4.9,tea,4.32,0.88
29839,0.16,4.1,potato,2.65,0.65
29832,0.02,1.8,potato,1.11,0.62
2541,0.28,1.3,banana,0.68,0.52
34475,0.11,5.3,wheat,2.35,0.44
9568,0.27,1.4,potato,0.87,0.62
16072,0.17,4.7,tea,3.47,0.74
37575,0.77,0.7,cassava,0.32,0.45
11547,0.09,1.8,wheat,1.07,0.59
19263,0.01,9.3,cassava,3.14,0.34
43110,0.25,0.8,wheat,0.44,0.55
36537,0.22,4.9,wheat,2.75,0.56
30681,0.26,4.0,potato,2.22,0.56
29939,0.01,13.1,cassava,4.6,0.35
43067,0.02,3.6,cassava,1.64,0.46
32968,0.14,2.9,coffee,1.13,0.39
7308,0.03,1.5,cassava,0.7,0.47
2916,0.26,1.8,banana,1.12,0.62
32582,0.25,0.8,potato,0.5,0.63
34869,0.12,3.2,potato,2.16,0.68
35947,0.1,13.4,potato,8.68,0.65
16262,0.39,3.3,maize,2.01,0.61
24927,0.28,0.8,maize,0.39,0.49
41607,0.33,1.2,potato,0.72,0.6
21081,0.03,2.9,wheat,1.69,0.58
40289,0.26,4.6,coffee,3.14,0.68
6920,0.02,14.8,banana,5.72,0.39
2992,0.13,0.9,coffee,0.41,0.46
9273,0.22,1.3,maize,0.84,0.65
323,0.07,1.0,potato,0.57,0.57
44232,0.94,1.5,cassava,0.61,0.4
16162,0.32,12.1,potato,7.06,0.58
12425,0.12,3.7,cassava,1.37,0.37
34946,0.24,1.3,coffee,0.49,0.38
7090,0.07,1.6,tea,1.12,0.7
26047,0.4,13.7,wheat,6.69,0.49
38989,0.71,3.1,tea,1.29,0.42
41582,0.2,1.2,potato,0.71,0.59
21547,0.05,4.0,coffee,1.69,0.42
34431,0.01,0.6,wheat,0.34,0.56
30393,0.79,10.6,tea,5.65,0.53
2579,0.07,1.6,potato,1.03,0.64
38272,0.02,10.3,banana,5.94,0.58
30752,0.53,3.6,tea,1.46,0.41
20419,0.04,1.3,wheat,0.55,0.42
45075,0.08,2.9,wheat,1.38,0.48
18334,0.07,3.3,cassava,1.69,0.51
8278,0.07,4.2,coffee,2.38,0.57
27971,0.07,6.9,banana,2.65,0.38
30176,0.44,8.5,wheat,4.45,0.52
20735,0.33,1.4,tea,1.11,0.79
30800,0.01,1.7,banana,0.69,0.41
39195,0.15,3.9,cassava,1.6,0.41
43438,0.15,3.1,banana,1.75,0.56
29524,0.33,4.9,wheat,2.7,0.55
21656,0.28,9.5,maize,5.36,0.56
18536,0.01,1.1,potato,0.76,0.69
11321,0.02,1.1,wheat,0.53,0.48
42115,0.02,1.7,potato,0.97,0.57
40282,0.3,3.3,wheat,1.6,0.49
27359,0.01,0.7,coffee,0.26,0.37
33437,0.12,1.0,coffee,0.52,0.52
17208,0.02,2.0,tea,1.56,0.78
16425,0.37,1.8,tea,1.14,0.64
11343,0.12,5.8,cassava,2.44,0.42
24184,0.49,0.8,tea,0.47,0.59
2325,0.25,3.3,coffee,1.83,0.56
23700,0.18,8.2,banana,4.43,0.54
44227,0.09,7.3,rice,4.49,0.61
39880,0.02,13.9,tea,6.43,0.46
18295,0.3,1.7,potato,0.94,0.55
30174,0.25,3.2,wheat,1.61,0.5
10850,0.95,3.5,potato,1.73,0.49
1068,0.29,1.8,potato,1.05,0.58
34533,0.12,4.8,rice,2.67,0.56
32179,0.02,3.1,wheat,1.32,0.43
27417,0.0,1.9,wheat,0.96,0.51
5876,0.01,8.7,wheat,3.89,0.45
44622,0.0,4.9,banana,2.12,0.43
20850,0.0,1.8,wheat,0.79,0.44
5426,0.0,4.3,rice,2.41,0.56
7040,0.31,2.4,wheat,0.98,0.41
13452,0.35,3.5,maize,1.7,0.48
27466,0.22,2.2,tea,1.5,0.68
39783,0.12,1.3,potato,0.73,0.56
12496,0.29,3.2,tea,2.07,0.65
36436,0.05,2.0,tea,1.38,0.69
22198,0.23,3.7,cassava,2.1,0.57
7062,0.31,1.2,cassava,0.59,0.49
21522,0.0,1.2,rice,0.68,0.57
19834,0.19,1.0,maize,0.6,0.6
20112,0.07,4.1,cassava,2.15,0.52
30367,0.05,2.6,coffee,1.33,0.51
33830,0.27,9.2,wheat,5.28,0.57
6428,0.01,1.5,rice,0.78,0.52
39943,0.05,1.2,tea,0.86,0.72
29736,0.11,6.6,potato,4.2,0.64
33141,0.04,1.8,coffee,0.77,0.43
7028,0.0,9.8,wheat,4.86,0.5
11015,0.17,1.8,maize,0.8,0.44
37366,0.03,6.2,potato,4.05,0.65
19055,0.03,5.1,tea,3.57,0.7
28598,0.06,1.3,cassava,0.53,0.41
12701,0.3,1.9,wheat,0.82,0.43
23839,0.01,1.9,potato,1.23,0.65
4277,0.22,3.0,potato,1.63,0.54
13762,0.0,8.1,wheat,3.76,0.46
13958,0.21,1.6,potato,0.96,0.6
33050,0.7,4.7,wheat,1.86,0.4
38122,0.31,1.3,wheat,0.58,0.44
8140,0.25,3.7,banana,1.79,0.48
25893,0.05,4.2,banana,1.36,0.32
43493,0.41,3.4,wheat,1.65,0.48
16247,0.01,0.6,rice,0.41,0.69
21749,0.44,2.3,maize,0.89,0.39
13602,0.78,3.1,tea,1.45,0.47
5697,0.0,1.5,banana,0.61,0.41
31849,0.22,7.4,tea,5.43,0.73
13561,0.0,3.8,wheat,2.07,0.55
35884,0.07,10.4,banana,5.18,0.5
23305,0.09,3.2,tea,2.13,0.67
23319,0.14,3.0,maize,1.89,0.63
15431,0.14,1.6,tea,1.2,0.75
14784,0.36,2.1,wheat,1.03,0.49
13631,0.06,1.3,maize,0.81,0.62
23883,0.27,1.3,banana,0.51,0.39
42465,0.25,1.2,potato,0.61,0.51
40775,0.02,1.6,wheat,1.11,0.69
3776,0.21,10.5,maize,5.75,0.55
4503,0.6,1.6,banana,0.5,0.31
23868,0.13,9.1,cassava,4.78,0.53
772,0.01,2.6,cassava,1.3,0.5
5665,0.18,2.4,coffee,1.22,0.51
3885,0.54,11.1,coffee,2.87,0.26
33898,0.0,4.1,wheat,2.07,0.51
17728,0.34,9.1,coffee,5.71,0.63
9561,0.02,2.8,wheat,1.5,0.54
35269,0.41,3.0,maize,1.25,0.42
42466,0.32,0.6,coffee,0.27,0.45
17808,0.75,13.0,potato,6.69,0.51
35865,0.27,1.2,potato,0.76,0.63
33185,0.27,2.1,wheat,1.03,0.49
4162,0.25,3.0,potato,1.62,0.54
6133,0.06,0.6,coffee,0.28,0.47
34405,0.11,4.2,wheat,2.15,0.51
19232,0.2,4.1,cassava,1.89,0.46
16377,0.33,1.5,wheat,0.61,0.41
32736,0.06,0.8,wheat,0.43,0.54
34646,0.11,1.3,cassava,0.62,0.47
42822,0.19,14.5,maize,7.71,0.53
1863,0.01,1.2,coffee,0.63,0.52
24897,0.03,1.6,potato,1.02,0.64
40418,0.0,12.7,wheat,6.61,0.52
16723,0.44,0.6,potato,0.32,0.54
4962,0.75,1.1,tea,0.55,0.5
5195,0.77,0.9,wheat,0.29,0.32
30896,0.0,4.5,rice,2.84,0.63
32122,0.03,8.4,coffee,3.78,0.45
29364,0.18,7.7,coffee,3.14,0.41
33803,0.01,1.3,rice,0.87,0.67
28356,0.13,10.9,wheat,5.19,0.48
34747,0.09,1.0,cassava,0.56,0.56
24049,0.04,0.5,tea,0.33,0.66
43599,0.43,0.5,potato,0.29,0.59
25263,0.08,4.1,tea,3.3,0.8
35719,0.86,4.4,coffee,0.82,0.19
30538,0.08,4.9,cassava,1.95,0.4
21356,0.04,14.4,tea,10.06,0.7
30069,0.42,1.8,wheat,0.91,0.5
7094,0.08,1.6,tea,1.41,0.88
23511,0.38,3.4,tea,2.29,0.67
18597,0.24,14.8,potato,8.07,0.55
24141,0.04,13.6,cassava,6.82,0.5
14511,0.29,3.4,wheat,2.38,0.7
27193,0.24,0.7,potato,0.35,0.5
15656,0.09,1.8,cassava,0.87,0.48
16880,0.21,9.5,wheat,4.68,0.49
22129,0.2,1.4,maize,0.67,0.48
3986,0.1,2.1,cassava,0.99,0.47
35601,0.27,1.3,potato,0.66,0.51
16792,0.46,3.0,wheat,1.59,0.53
27428,0.06,5.7,tea,3.38,0.59
3231,0.23,1.1,tea,0.82,0.74
31198,0.04,1.0,tea,0.62,0.62
33992,0.46,3.7,potato,2.1,0.57
8454,0.0,0.6,banana,0.26,0.43
30245,0.79,0.9,wheat,0.34,0.38
31147,0.22,4.0,potato,2.18,0.54
28076,0.1,11.0,banana,4.91,0.45
13299,0.27,1.9,potato,1.08,0.57
23181,0.68,1.4,banana,0.46,0.33
33839,0.38,3.2,banana,1.75,0.55
8341,0.22,4.5,coffee,1.9,0.42
3425,0.0,6.3,rice,4.38,0.69
28203,0.19,2.8,potato,1.69,0.6
11034,0.45,8.9,banana,4.62,0.52
17928,0.19,3.7,wheat,2.07,0.56
36848,0.08,1.4,wheat,0.76,0.54
34505,0.24,2.7,potato,1.44,0.53
35990,0.09,4.8,coffee,2.33,0.49
16703,0.19,4.1,tea,2.97,0.72
21089,0.08,2.8,wheat,1.57,0.56
17011,0.35,4.3,banana,1.89,0.44
2744,0.09,0.8,potato,0.46,0.58
33619,0.05,8.3,tea,5.46,0.66
44194,0.88,9.7,potato,4.99,0.51
32503,0.3,1.1,maize,0.55,0.5
31650,0.08,13.0,banana,5.23,0.4
7132,0.24,1.4,potato,0.89,0.64
22747,0.06,2.5,maize,1.52,0.61
4513,0.05,1.5,wheat,0.62,0.42
4741,0.03,7.8,banana,3.94,0.51
22011,0.32,0.6,potato,0.3,0.49
16690,0.33,0.7,tea,0.36,0.51
39034,0.02,0.9,potato,0.61,0.68
24117,0.8,1.8,potato,0.87,0.48
19160,0.04,1.6,wheat,0.79,0.49
16610,0.01,1.8,rice,0.95,0.53
3798,0.31,1.2,maize,0.51,0.42
33950,0.05,1.7,cassava,0.77,0.45
39848,0.0,1.8,cassava,0.9,0.5
28989,0.25,0.7,cassava,0.32,0.45
38945,0.61,0.9,cassava,0.5,0.55
35341,0.33,3.7,potato,2.1,0.57
200,0.38,8.1,tea,4.98,0.61
20552,0.44,14.0,potato,7.66,0.55
22470,0.0,2.6,wheat,1.38,0.53
4229,0.23,8.3,coffee,4.08,0.49
9401,0.31,4.2,wheat,1.87,0.45
11146,0.22,4.1,potato,2.41,0.59
42921,0.21,12.4,coffee,6.04,0.49
1808,0.18,3.7,wheat,2.06,0.56
39994,0.08,3.6,wheat,1.39,0.39
24167,0.15,1.7,banana,0.97,0.57
37931,0.11,3.2,tea,1.63,0.51
5864,0.05,0.6,coffee,0.28,0.46
40180,0.04,3.4,tea,2.37,0.7
1608,0.05,1.5,tea,1.06,0.71
19767,0.31,1.0,maize,0.53,0.53
11911,0.25,4.4,maize,1.9,0.43
13118,0.0,1.4,banana,0.55,0.39
44283,0.24,1.2,wheat,0.64,0.53
30536,0.15,2.3,coffee,0.98,0.43
10081,0.45,6.1,wheat,2.4,0.39
30753,0.0,2.0,tea,1.58,0.79
43189,0.08,4.2,rice,2.07,0.49
7976,0.22,11.7,potato,6.8,0.58
44978,0.36,3.3,potato,2.16,0.66
34096,0.22,3.4,potato,2.14,0.63
3929,0.0,2.3,coffee,1.11,0.48
29704,0.31,4.7,potato,2.85,0.61
24114,0.52,2.2,cassava,1.06,0.48
24689,0.43,0.9,maize,0.35,0.39
33494,0.09,1.3,cassava,0.74,0.57
36342,0.34,7.9,tea,5.11,0.65
2305,0.06,1.4,banana,0.68,0.49
857,0.03,1.2,cassava,0.49,0.41
11081,0.35,1.5,banana,0.74,0.5
23315,0.03,3.5,banana,2.24,0.64
34288,0.0,1.6,wheat,0.69,0.43
42768,0.23,13.7,maize,6.44,0.47
38194,0.0,3.8,wheat,1.75,0.46
29490,0.02,1.2,rice,0.66,0.55
35573,0.0,7.8,banana,2.9,0.37
6046,0.02,1.2,wheat,0.71,0.59
585,0.05,2.7,coffee,1.17,0.43
27575,0.0,2.2,banana,0.9,0.41
44239,0.7,1.0,coffee,0.23,0.23
36873,0.05,0.7,coffee,0.27,0.38
2865,0.14,4.1,wheat,1.98,0.48
7870,0.22,1.1,cassava,0.5,0.45
7182,0.36,2.8,tea,2.0,0.71
5610,0.77,4.8,wheat,2.45,0.51
11168,0.51,3.4,wheat,1.53,0.45
14898,0.05,13.1,cassava,6.18,0.47
37547,0.14,0.9,coffee,0.38,0.42
41926,0.27,0.8,tea,0.44,0.55
16476,0.01,1.9,wheat,1.31,0.69
39033,0.09,4.8,tea,4.26,0.89
7524,0.06,3.6,wheat,1.75,0.49
43380,0.11,4.4,wheat,3.15,0.72
41339,0.28,2.9,coffee,1.87,0.65
16144,0.01,1.0,banana,0.43,0.43
33181,0.0,12.1,coffee,6.09,0.5
29142,0.24,14.8,potato,7.67,0.52
11868,0.26,3.3,potato,2.08,0.63
22155,0.01,2.5,banana,1.27,0.51
37771,0.44,2.2,potato,1.21,0.55
27695,0.18,4.0,potato,2.25,0.56
43911,0.29,2.4,potato,1.42,0.59
38631,0.1,5.8,tea,4.17,0.72
14828,0.86,8.4,wheat,4.24,0.5
967,0.88,1.6,tea,0.85,0.53
2908,0.0,3.4,wheat,1.88,0.55
30006,0.21,2.0,wheat,1.23,0.62
747,0.0,1.6,banana,0.69,0.43
43198,0.05,1.8,rice,1.19,0.66
22822,0.11,2.1,maize,1.11,0.53
14475,0.43,4.5,cassava,1.59,0.35
44823,0.25,4.1,maize,2.25,0.55
28420,0.78,0.6,cassava,0.28,0.47
14165,0.21,8.9,tea,3.59,0.4
15020,0.0,7.9,banana,2.66,0.34
2417,0.0,2.6,banana,1.26,0.49
40,0.14,1.0,potato,0.63,0.63
32909,0.08,4.6,coffee,2.14,0.47
12257,0.04,4.0,cassava,1.53,0.38
11364,0.37,4.6,potato,2.63,0.57
8413,0.0,7.8,rice,3.97,0.51
37084,0.74,2.8,wheat,1.18,0.42
37724,0.02,0.5,potato,0.29,0.58
19699,0.01,0.6,wheat,0.31,0.52
21593,0.22,7.9,wheat,3.11,0.39
32131,0.04,2.8,banana,1.55,0.55
18109,0.31,3.2,potato,1.61,0.5
45027,0.04,3.3,wheat,1.75,0.53
40815,0.44,4.9,potato,2.79,0.57
10656,0.04,4.6,wheat,2.96,0.64
38159,0.48,14.6,banana,6.45,0.44
31573,0.29,11.5,banana,5.32,0.46
25149,0.24,2.7,potato,1.65,0.61
29157,0.24,1.8,tea,1.34,0.74
22639,0.24,9.3,maize,5.36,0.58
37128,0.4,2.7,potato,1.75,0.65
13681,0.12,1.3,coffee,0.64,0.49
1126,0.22,14.9,wheat,6.44,0.43
23213,0.0,2.2,cassava,1.0,0.45
36741,0.26,1.3,coffee,0.47,0.36
44280,0.24,3.0,wheat,1.76,0.59
44072,0.2,1.2,wheat,0.68,0.57
10648,0.4,2.5,cassava,1.22,0.49
26226,0.44,11.9,potato,5.9,0.5
10636,0.01,9.6,banana,5.17,0.54
9118,0.02,10.0,wheat,4.58,0.46
19136,0.14,1.6,wheat,0.84,0.53
71,0.07,1.2,tea,0.96,0.8
24186,0.23,0.5,wheat,0.25,0.5
39942,0.06,4.7,coffee,2.57,0.55
5395,0.27,4.0,maize,1.88,0.47
11398,0.03,2.7,wheat,1.49,0.55
42746,0.11,12.6,wheat,7.7,0.61
13462,0.21,3.7,wheat,1.73,0.47
38515,0.2,6.8,banana,4.11,0.6
35101,0.33,1.8,potato,1.0,0.56
14278,0.28,2.2,wheat,1.12,0.51
41167,0.08,3.7,tea,3.21,0.87
37639,0.04,5.2,tea,4.17,0.8
41057,0.0,7.6,maize,4.71,0.62
23920,0.0,14.8,banana,5.77,0.39
12711,0.32,14.0,cassava,7.23,0.52
36478,0.12,5.7,tea,4.27,0.75
3702,0.71,3.0,wheat,1.14,0.38
6316,0.03,2.7,wheat,1.44,0.53
7229,0.31,9.0,tea,5.89,0.65
29840,0.02,2.7,coffee,1.53,0.57
44403,0.6,3.1,tea,1.05,0.34
12532,0.15,9.4,wheat,4.66,0.5
3858,0.34,1.1,cassava,0.63,0.57
11941,0.18,3.9,wheat,2.7,0.69
25639,0.29,1.4,cassava,0.64,0.46
34750,0.04,3.9,tea,2.28,0.58
7678,0.34,0.6,tea,0.3,0.51
4421,0.21,0.7,potato,0.34,0.48
33111,0.01,14.3,rice,8.31,0.58
18583,0.27,1.9,potato,1.0,0.52
3563,0.02,4.3,tea,3.38,0.79
21728,0.47,10.4,cassava,4.05,0.39
1480,0.0,0.6,tea,0.5,0.83
8807,0.72,2.1,cassava,0.65,0.31
27055,0.35,0.9,maize,0.42,0.46
33681,0.01,7.3,wheat,3.27,0.45
34497,0.03,1.5,wheat,0.92,0.61
2029,0.17,8.8,cassava,3.93,0.45
8993,0.41,4.8,coffee,1.56,0.33
28964,0.07,10.3,wheat,5.75,0.56
10591,0.04,2.8,cassava,1.22,0.43
6942,0.34,1.8,potato,1.01,0.56
43324,0.07,1.6,wheat,0.85,0.53
15010,0.08,2.2,wheat,1.32,0.6
33081,0.32,3.1,potato,1.57,0.51
39521,0.07,1.2,cassava,0.63,0.53
28215,0.01,2.0,banana,0.89,0.44
35299,0.1,4.9,coffee,2.34,0.48
4215,0.05,4.7,wheat,2.29,0.49
44423,0.06,4.4,tea,2.96,0.67
38128,0.07,4.7,cassava,2.25,0.48
39086,0.24,1.2,wheat,0.65,0.54
198,0.43,0.6,maize,0.34,0.56
38942,0.29,2.0,coffee,0.94,0.47
19411,0.29,0.8,rice,0.36,0.45
44883,0.09,4.3,tea,3.34,0.78
20563,0.14,11.5,cassava,6.07,0.53
19429,0.22,1.5,wheat,0.83,0.55
2247,0.0,4.9,banana,1.7,0.35
20679,0.74,0.7,wheat,0.33,0.47
19487,0.05,2.4,coffee,1.19,0.5
28712,0.03,1.7,banana,0.66,0.39
250,0.12,3.1,coffee,1.69,0.55
21882,0.23,1.0,potato,0.55,0.55
45098,0.29,3.3,tea,1.57,0.48
13008,0.41,2.2,maize,1.29,0.59
37269,0.45,3.6,wheat,1.43,0.4
31049,0.09,2.7,tea,1.88,0.7
19850,0.34,2.0,tea,1.29,0.65
7149,0.03,9.7,banana,5.13,0.53
41232,0.21,2.8,cassava,1.25,0.45
33215,0.0,9.0,banana,3.49,0.39
8489,0.83,2.9,wheat,1.12,0.39
25260,0.05,1.7,cassava,0.85,0.5
30437,0.3,0.8,wheat,0.44,0.55
44161,0.36,3.0,wheat,1.77,0.59
34321,0.18,0.9,tea,0.45,0.5
44335,0.18,1.5,banana,0.75,0.5
43014,0.07,12.8,potato,8.87,0.69
26264,0.23,2.0,tea,1.55,0.78
25807,0.33,3.3,cassava,1.35,0.41
11028,0.1,0.6,potato,0.39,0.65
2561,0.26,1.8,wheat,0.79,0.44
27312,0.21,1.6,potato,0.91,0.57
6202,0.42,5.2,potato,3.08,0.59
7474,0.04,3.2,wheat,2.29,0.72
14667,0.01,1.4,banana,0.59,0.42
34284,0.01,2.6,banana,0.96,0.37
29474,0.01,0.8,wheat,0.44,0.55
32446,0.11,0.8,wheat,0.33,0.42
16030,0.16,3.5,potato,2.06,0.59
12539,0.37,3.7,tea,1.7,0.46
25327,0.15,14.9,tea,12.7,0.85
14558,0.06,2.3,tea,1.53,0.66
38262,0.08,2.4,cassava,1.16,0.48
5455,0.08,0.9,maize,0.56,0.62
13005,0.21,0.9,tea,0.57,0.63
13360,0.09,4.1,cassava,1.62,0.39
21275,0.33,2.0,coffee,0.53,0.26
30489,0.0,2.2,wheat,0.87,0.4
9058,0.24,2.5,coffee,0.93,0.37
29936,0.43,1.7,wheat,0.84,0.49
4086,0.28,1.4,maize,0.74,0.53
44278,0.02,1.9,potato,1.3,0.69
40786,0.4,1.7,potato,0.92,0.54
29106,0.18,3.2,maize,1.58,0.49
37064,0.02,0.9,potato,0.59,0.65
14321,0.15,5.4,tea,3.2,0.59
16996,0.25,1.3,tea,0.98,0.75
40459,0.01,2.7,banana,1.22,0.45
38951,0.01,2.2,wheat,1.59,0.72
16398,0.16,10.2,coffee,5.65,0.55
33353,0.03,4.5,cassava,1.86,0.41
33454,0.2,5.0,cassava,1.96,0.39
28352,0.04,2.4,cassava,0.95,0.4
23838,0.03,3.3,banana,1.32,0.4
10192,0.06,1.1,potato,0.61,0.56
3931,0.21,1.3,tea,0.96,0.74
38816,0.41,1.0,wheat,0.49,0.49
15617,0.22,1.1,wheat,0.48,0.44
32816,0.26,3.3,wheat,1.87,0.57
28033,0.02,1.3,maize,0.74,0.57
3356,0.0,4.2,rice,1.86,0.44
34637,0.19,14.4,wheat,7.79,0.54
7462,0.41,2.6,cassava,1.5,0.58
31623,0.27,0.8,cassava,0.42,0.53
12728,0.12,13.3,wheat,6.26,0.47
36642,0.29,1.3,wheat,0.85,0.65
5457,0.38,0.6,wheat,0.32,0.53
41429,0.07,3.5,tea,2.85,0.82
12389,0.44,2.1,maize,0.91,0.43
30893,0.26,0.9,potato,0.49,0.54
14100,0.12,3.5,cassava,1.39,0.4
22365,0.25,0.9,wheat,0.43,0.48
23766,0.5,2.5,cassava,1.14,0.46
28863,0.25,3.5,coffee,2.1,0.6
9294,0.22,1.8,maize,0.83,0.46
19545,0.2,1.7,cassava,0.7,0.41
18003,0.01,2.9,wheat,1.23,0.42
31164,0.77,3.0,wheat,1.09,0.36
2789,0.11,2.3,banana,1.01,0.44
34118,0.19,4.2,maize,2.2,0.52
35172,0.02,2.7,banana,1.05,0.39
30513,0.0,1.1,rice,0.56,0.51
6705,0.48,11.0,tea,4.67,0.42
6262,0.21,2.8,tea,1.24,0.44
10849,0.15,1.2,coffee,0.48,0.4
22896,0.41,3.6,coffee,1.05,0.29
5382,0.05,3.2,tea,2.43,0.76
3548,0.66,1.0,potato,0.5,0.5
8247,0.02,2.1,cassava,0.91,0.43
29543,0.27,0.7,maize,0.37,0.53
29695,0.11,2.5,wheat,1.23,0.49
2338,0.01,3.1,potato,2.01,0.65
11843,0.01,3.5,potato,2.28,0.65
35343,0.89,2.5,wheat,0.9,0.36
18960,0.07,2.0,tea,1.54,0.77
29260,0.0,3.5,potato,2.41,0.69
29201,0.17,10.8,cassava,6.39,0.59
38403,0.08,2.5,banana,1.01,0.4
7460,0.24,4.9,tea,3.21,0.66
18400,0.89,1.7,tea,0.63,0.37
32108,0.8,4.3,wheat,1.1,0.25
20636,0.05,2.0,potato,1.25,0.62
41960,0.02,1.7,rice,1.01,0.59
35930,0.88,2.9,tea,1.29,0.45
26082,0.0,6.8,banana,2.23,0.33
21735,0.0,1.9,banana,0.86,0.45
32483,0.12,9.5,coffee,4.58,0.48
12604,0.02,1.9,banana,0.94,0.5
12639,0.0,3.7,wheat,1.97,0.53
34383,0.93,1.4,cassava,0.59,0.42
14085,0.06,3.2,coffee,1.72,0.54
32365,0.16,0.8,wheat,0.37,0.46
5936,0.24,4.6,potato,2.67,0.58
14769,0.9,1.4,wheat,0.51,0.37
2000,0.22,1.7,wheat,0.89,0.53
5501,0.5,4.1,cassava,1.89,0.46
7306,0.0,4.9,wheat,2.14,0.44
4337,0.02,4.7,rice,2.72,0.58
23454,0.17,1.2,banana,0.54,0.45
41702,0.13,6.3,wheat,2.96,0.47
3452,0.19,3.8,potato,2.5,0.66
6245,0.17,1.2,wheat,0.64,0.53
2757,0.01,5.9,banana,2.79,0.47
20712,0.63,5.5,coffee,2.09,0.38
20821,0.22,0.5,coffee,0.19,0.38
27393,0.21,1.0,potato,0.57,0.57
38099,0.32,4.2,wheat,2.31,0.55
17518,0.19,0.5,wheat,0.27,0.54
32008,0.45,1.4,wheat,0.55,0.39
